OBJECTID,IHDID,lake_name,New_Key,Area_ac,Volume_ac_ft,MeanDepth_ft,MaxDepth_ft
1779,155417305,Nowland Lake,15-27,120.1888452,985.8537303,8.20253934,15
1780,155417308,Lake Marion,15-42,113.0875307,1823.516016,16.12481946,52
1781,155417312,Skinner Lake,15-44,46.32138639,408.9223405,8.82793829,27
1782,155417320,Matchett Lake,15-45,65.32897944,220.2453972,3.37132769,14
1783,155417323,Harwood Lake,15-46,94.22449432,478.3761265,5.07698269,15
1784,155417328,Steele Lake,15-33,71.89012152,494.4182079,6.87741511,12
1785,155417651,Spring Lake,28-91,39.71354138,108.5048379,2.73218741,13
1786,155417653,Bass Lake,40-48,39.56601947,263.7748634,6.66670206,22
1787,155417658,Brown Bridge Pond,28-95,180.3743261,2218.825815,12.30122858,29
1788,152335372,Round Lake,46-163,508.5134695,8695.528535,17.09989815,67
1789,152335370,Devils Lake,46-45,1361.632444,18592.82629,13.65480558,63
1790,152335382,Posey Lake,46-172,143.9502516,2629.560303,18.26714629,45
1791,155417332,Skinner Lake,5-103,46.01126913,169.8443009,3.6913631,6
1792,155417333,Little Torch Lake,5-105,78.2118185,564.1976788,7.21371386,17
1793,155417335,Lymans Lake,5-102,14.96494901,116.1161778,7.75920972,17
1794,155417336,Carpenter Lake,5-108,32.70217329,346.4450807,10.5939467,30
1795,155417339,Mud Lake,5-107,37.20690439,605.5311195,16.27469765,37
1796,155417340,Moblo Lake,5-109,31.27316287,211.8098372,6.77289464,13
1797,155417344,Deer Lake,15-15,307.7430652,3423.632952,11.1249719,20
1798,155417348,St. Clair Lake,5-101,5.53491344,61.15030388,11.04810483,24
1799,155417350,Eaton Lake,5-111,23.38308804,310.0092687,13.25784123,42
1800,155417352,Mud Lake,15-17,28.19472403,116.4229592,4.12924628,22
1801,155417358,Ellsworth Lake,5-110,110.3743136,1769.981129,16.03616884,42
1802,155417366,Toad Lake,5-114,40.65081209,363.4502553,8.94078707,20
1803,155417369,Wilson Lake,5-93,96.14104366,1118.848071,11.63756943,47
1804,155417371,Sixmile Lake,5-89,385.6731836,5335.005927,13.8329709,31
1805,155417373,Ben-way Lake,5-94,122.0539966,2171.687745,17.7928442,47
1806,155417375,Mud Lake,5-90,34.35530829,232.3473832,6.76307083,16
1807,155417357,Lake Charlevoix,15-21,675.3857105,38443.66176,56.92104699,125
1808,155417389,Scotts Lake,5-91,67.55515182,906.2713418,13.41528096,35
1809,155417412,Intermediate Lake,5-75,254.3233297,2603.922625,10.2386306,23
1810,155417427,Lake Bellaire,5-50,1790.055847,75872.89823,42.38577158,92
1811,155417439,Lake Maplehurst,5-53,64.06034041,636.0394912,9.92875603,15
1812,155417444,Birch Lake,5-57,312.4528938,6730.258788,21.54007507,53
1813,155417446,Thayer Lake,5-54,111.1670277,319.5666871,2.87465352,5
1814,155417449,Clam Lake,5-55,521.5574213,1912.835345,3.66754506,9
1815,155417452,Lake of the Woods,5-27,174.1685216,318.0205487,1.82593586,4
1816,155417455,Bass Lake,5-58,146.8680719,824.3806184,5.61306898,25
1817,155417456,Finn Lake,5-26,14.01087513,45.16443899,3.22352734,10
1818,155408451,Twin Lakes,16-194,173.1746637,3239.732803,18.70789141,73
1819,155408451,Twin Lakes,16-316,5.58952373,35.62987785,6.37440318,16
1820,155408451,Twin Lakes,16-317,13.24410713,167.4352706,12.64224677,26
1821,155408452, ,16-195,6.70989953,99.05664006,14.76276055,34
1822,155408453,Long Lake,16-205,364.854061,8416.496274,23.06811729,61
1823,155408455,Twin Lakes,16-196,14.05411857,192.8120048,13.71925275,31
1824,155408465,Black Lake,16-144,1662.024124,41205.93372,24.79262071,51
1825,155408489,Osmun Lake,16-113,45.32456328,93.93463971,2.07248858,10
1826,155408499,Gorman Lake,71-103,40.54974599,40.24148203,0.99239788,3
1827,155408500,Dog Lake,16-18,192.9959748,742.7714716,3.84863711,8
1828,155408503,McLavey Lake,16-4,23.69024003,107.4279526,4.53469245,12
1829,155408504,Dorsy Lake,16-3,71.97734972,273.9946478,3.80667875,12
1830,155408510,Loon Lake,71-7,57.11396103,336.3798608,5.88962584,8
1831,155408513,Rainy Lake,71-36,190.7883353,3794.612632,19.88912281,98
1832,155408514,McAvoy Lake,71-37,5.79684514,104.5145802,18.02956221,72
1833,155408518,Krauth Lake,71-39,11.89095806,142.3165143,11.96846491,46
1834,155408521,Shoepac Lake,71-11,32.1103559,1128.125271,35.13275514,94
1835,155408530,Francis Lake,71-22,31.1184749,487.7091732,15.67265667,83
1836,155408533,Long Lake,71-18,12.73902373,31.02964051,2.43579423,5
1837,155408536,Healy Lake,71-43,28.68053321,356.0598276,12.41468647,38
1838,155408538,Little Tomahawk Lake,71-23,20.44698189,149.5358216,7.31334445,25
1839,155408540,Tomahawk Lake,71-24,38.75625513,216.7476205,5.59258421,31
1840,155408549,Bear Den Lake,71-27,30.96601088,711.0659978,22.96278977,113
1841,155408552,Little Joe Lake,60-202,12.38467461,148.2040471,11.96672918,39
1842,155408553,Horsehead Lake,60-201,7.13788605,51.26374112,7.18192204,21
1843,155408557,Upper Tomahawk Lake,60-220,36.67241545,113.3808448,3.09172012,6
1844,155408560,Lake Geneva,60-204,94.36460307,237.1087333,2.51268723,16
1845,155408578,Round Lake,69-312,8.28445502,101.4095775,12.24094732,37
1846,155408580,Clear Lake,60-217,139.3340759,4955.744263,35.567353,95
1847,155408582,Foch Lakes,60-190,36.56690145,185.5078168,5.07310736,32
1848,155408583,Walled Lake,60-197,42.11095779,800.6289727,19.01236672,61
1849,155408591,Town Corner Lake,60-195,14.8866166,118.7047303,7.97392271,22
1850,155410948,Arnott Lake,24-60,24.14738498,331.9434543,13.74655908,50
1851,155410950,Lancaster Lake,16-250,52.15060234,1516.393062,29.0771917,57
1852,155410956,Munro Lake,16-249,489.3657677,2187.316419,4.46969642,14
1853,155410966,Larks Lake,24-71,609.8990778,1199.555283,1.96680947,9
1854,155410970,Vincent Lake,16-251,32.38785524,343.4815459,10.60525754,23
1855,155410978,Douglas Lake,16-252,595.4641698,10158.36756,17.05957818,84
1856,155411000, ,24-40,44.47699182,246.1537786,5.53440708,14
1857,155408596,Muskellunge Lake,60-122,119.738125,2737.847935,22.86529822,46
1858,155408609,Jackson Lake,60-134,30.94920771,289.2092968,9.34464299,28
1859,155408614,Bear Lake,60-138,11.54130395,51.44734042,4.45767139,9
1860,155413318,Pickerel Lake,22-236,69.74401129,1331.707735,19.09422344,65
1861,155413322,Norway Lake,22-181,54.38616472,760.7612375,13.9881391,30
1862,155411020,Devereaux Lake,16-206,38.77874172,399.3591152,10.29840313,20
1863,155411040,Mullett Lake,16-192,2667.30392,91165.52566,34.17890439,120
1864,155411059,Lake Marina,16-179,15861.29289,22729.42919,1.43301239,120
1865,155411074,Burt Lake,16-193,2780.335605,72999.48742,26.25563881,72
1866,155411077,Cochran Lake,16-186,27.55867477,148.9583363,5.40513423,13
1867,155411080,Round Lake,24-32,363.5065954,1864.87602,5.13023985,12
1868,155411085,Roberts Lake,16-191,68.477102,135.8052875,1.98322189,4
1869,155411091,Mud Lake,24-35,10.30330599,28.55401525,2.77134497,10
1870,155411095,Crooked Lake,24-27,2308.487385,21508.49781,9.31713898,50
1871,155411095,Crooked Lake,24-31,1058.286372,12441.38703,11.75616295,71
1872,155411115,Weber Lake,16-142,26.5314577,534.1379269,20.13224953,41
1873,155411126,Silver Lake,16-82,66.6361669,2560.664975,38.4275551,87
1874,155411132,Hackett Lake,16-50,29.84538797,131.5888048,4.40901639,7
1875,155411135,Wildwood Lake,16-59,551.2846929,1651.84017,2.99634688,18
1876,155411144,Lance Lake,16-58,23.66750633,391.5316815,16.54300525,81
1877,155411146,Cornwall Creek Floodin,16-313,161.7203409,1760.993165,10.88912598,26
1878,155411150,Hemlock Lake,16-32,4.8904626,136.716118,27.95566166,58
1879,155411151,Standard Lake,15-1,16.54172845,292.6609883,17.69228586,34
1880,155411151,Standard Lake,15-2,15.60964695,173.7091526,11.12832041,31
1881,155411152,Grass Lake,69-303,27.63107665,41.87583702,1.51553403,5
1882,155417470, ,5-35,19.34143242,322.0507139,16.65082022,57
1883,155417471,Smith Lake,5-41,7.86857666,65.97849593,8.38506108,24
1884,155417472, ,5-40,2.85011347,19.97377509,7.00806312,13
1885,155417475,Green Lake,5-38,18.71205501,96.97564209,5.18252228,19
1886,155417478,Torch Lake,5-51,759.5068071,106960.6174,140.8290438,300
1887,155413445,North Lake,55-94,269.9436021,932.1490822,3.4531253,4
1888,155413451,Hayward Lake,55-5,416.9925552,418.5529021,1.00374191,5
1889,155411163,Lake Thumb,15-3,498.9472789,15817.77516,31.70229768,156
1890,155411184,Ford Lake,69-306,10.25882702,92.18093282,8.98552365,29
1891,155411186,Pickerel Lake,69-318,43.86046389,580.3293359,13.23126306,31
1892,155411213,Hoffman Lake,15-6,122.2445148,1042.73776,8.52993495,22
1893,155411225,Fitzek Lake,69-332,7.3007285,213.3007475,29.21636487,55
1894,155417501,Rainbow Lake,40-292,20.44105137,363.0482149,17.76074079,49
1895,155417505,Elk Lake,5-2,1228.400635,84704.04945,68.95474246,179
1896,155417508,Wheeler Lake,40-311,44.86321753,250.2009941,5.57697392,11
1897,155417509,Cedar Lake,45-1,260.0413482,7340.650347,28.2287813,52
1898,155417513,Lake Skegemog,5-1,2748.272199,30617.57784,11.14066425,29
1899,155417524,Smith Lake,40-174,24.88499455,285.5478128,11.47469863,31
1900,155411274,Big Lake,69-157,126.3279313,3072.517085,24.32175572,82
1901,155417216,French Farm Lake,24-205,593.9306338,685.838021,1.15474431,9
1902,155417534,Truax Lake,28-138,26.87172181,186.0357575,6.92310522,29
1903,155417535,Havries Lake,40-175,17.27686696,51.38741737,2.97434816,16
1904,155417541,Log Lake,40-161,25.06019226,623.0909221,24.86377262,60
1905,155417542,Blue Lake,40-158,21.84584546,83.20865997,3.80890088,13
1906,155417543,Little Log Lake,40-160,7.84386612,89.38555319,11.39559903,28
1907,155417544,Abbot Lake,40-163,9.37221291,168.588882,17.98816178,47
1908,155417546,Lake Placid,40-162,13.59697362,411.3270465,30.25136756,82
1909,155417549,North Selkirk Lake,40-164,30.25583001,343.2695295,11.34556644,29
1910,155417550,Boardman Lake,28-187,329.9949048,9040.676313,27.39641182,73
1911,155417553,Crawford Lake,40-145,162.2956022,766.3700355,4.72206286,8
1912,155417556,South Selkirk Lake,40-165,40.15413028,858.415431,21.37801081,36
1913,155417563,Palmer Lake,40-169,5.83959437,27.7939191,4.7595633,10
1914,155417567,Island Lake,40-187,28.72946007,82.05035349,2.85596573,15
1915,155417576,Darby Lake,40-188,6.81640195,50.14101782,7.3559362,27
1916,155417584, ,28-148,13.11660075,290.7870646,22.16939206,46
1917,155417244,Lake Paradise,24-80,1841.236313,11162.25208,6.06236798,15
1918,155417250,Wycamp Lake,24-204,678.8523519,1138.194569,1.67664525,7
1919,155635752,Brandywine Lake,80-27,72.62303609,720.0402475,9.91476378,23
1920,155635762,North Lake,80-30,99.92818074,2487.489658,24.89277439,66
1921,155636519,Crooked Lake,14-92,112.5878836,2068.045571,18.36827822,48
1922,155636544,Morrison Lake,12-23,285.6231799,5948.706968,20.82711554,54
1923,155636547,"Crooked Lake, Little",80-319,117.2337119,2280.460198,19.45225619,62
1924,155636555,Finch Lake,14-8,118.9160054,2180.032618,18.33254162,37
1925,155637423,Driskels Lake,14-188,44.21184775,763.3049403,17.26471476,30
1926,155638339,Christiana Lake,14-400,191.0522438,3818.267289,19.98546163,41
1927,155635763,Fish Lake,80-107,33.34810676,540.6815245,16.21325998,24
1928,155635779,Wolf Lake,80-117-14,60.97102893,1436.407891,23.55885929,37
1929,155635793,School Section Lake,80-165,81.59839775,1480.182115,18.13984289,45
1930,155636569,Fish Lake,14-5,333.5556934,6985.344932,20.94206476,45
1931,155636571,Goodrich Lake,12-43,62.97455936,1081.183774,17.16858022,37
1932,155636571,Goodrich Lake,78-6,29.1579408,238.2095877,8.16962999,21
1933,155636578,Cable Lake,14-91,91.85771898,1529.798158,16.6539968,41
1934,155636581,Bunker Lake,14-47,107.399412,3002.403528,27.95549318,57
1935,155636584,North Sand Lake,30-134,58.72138154,771.1240959,13.13191338,40
1936,155637449,Donnell Lake,14-224,261.5986063,7292.217198,27.87559651,71
1937,155637467,Lake of the Woods,12-89,359.5541448,8243.753797,22.92771177,76
1938,155637472,Bair Lake,14-187,199.6833877,825.1518343,4.13230086,7
1939,155638400,Eagle Lake,14-408,374.1088989,3157.832442,8.44094447,36
1940,155635829,Le Ferre Lake,39-232,18.65695051,345.0097691,18.49229159,60
1941,155635835,Lime Lake,80-154,27.54286003,355.3733688,12.90255872,27
1942,155635854,Lee Lake,13-487,128.2763572,3596.007983,28.03328736,48
1943,155635868,"Nottawassepee Lake, Little",13-462,22.07763031,235.758673,10.67862219,20
1944,155636626,Black Lake,11-36,24.42241327,347.0088517,14.20862254,24
1945,155636640,Middle Sand Lake,30-136,69.0881936,815.8759925,11.80919561,38
1946,155636641, ,30-378,10.59834981,32.48447345,3.06505013,5
1947,155636654,Leidy Lake,78-7,63.7613429,416.4688153,6.53168199,20
1948,155637493,Prairie River Lake,78-128,149.9598544,3972.757944,26.49214324,59
1949,155637495,Stone Lake,14-252.1,150.7342827,2825.396013,18.74421639,59
1950,155637503,Diamond Lake,14-223,1028.224767,16676.99838,16.21921483,64
1951,155638462,Marl Lakes,78-206,44.23136907,752.214233,17.00635203,38
1952,155638468,Baldwins Lake,14-390,260.5078832,5656.392175,21.71294053,57
1953,155638476,Aldrich Lake,78-201,201.3194724,2722.941797,13.52547652,35
1954,155635892,Van Auken Lake,80-196,249.8467686,5432.46849,21.74320093,46
1955,155635896,Maple Lake,80-220,176.1453646,1525.874866,8.66258882,15
1956,155635897,Ackley Lake,80-209,65.18219884,343.0790112,5.26338506,17
1957,155635904,Long Lake,39-244,544.3608001,4636.083429,8.5165637,57
1958,155635912,Nottawa Lake,13-463,118.1934692,1521.033206,12.86901228,18
1959,155636693,Twin Lakes,14-75,62.60266576,1037.154661,16.56726033,55
1960,155636695,Fishers Lake,78-29,339.0209231,4704.555218,13.87688752,43
1961,155636718, ,14-76,42.86561763,474.0826705,11.05974197,41
1962,155637530,Fish Lake,78-130,31.10438989,487.7036134,15.67957498,37
1963,155637548,Paradise Lake,14-299,180.7818029,5025.986316,27.80139503,60
1964,155637565,Hawkins Lake,78-131,12.74915505,28.34792936,2.22351436,6
1965,155637570,Coldwater Lake,12-90,1539.127004,31626.4865,20.54832799,93
1966,155638569,Coberts Lake,14-409,45.40586095,384.1513851,8.46039205,23
1967,155635915,Rush Lake,80-194,119.9054153,1964.87129,16.38684362,58
1968,155635929,Warner Lake,13-537,55.35555913,817.0640751,14.76028944,24
1969,155635938,Austin Lake,39-263,1118.608996,4991.025352,4.46181406,10
1970,155635963,Pickerel Lake,39-247,130.2524589,581.2280582,4.46231927,10
1971,155636756,South Sand Lake,30-171,87.20225359,1268.512881,14.54679012,32
1972,155636762,Huyck Lake,14-21,25.69970099,598.8456834,23.30165957,38
1973,155637595,Birch Lake,14-274,282.5452353,12051.96279,42.65498504,94
1974,155637598,Omena Lake,78-147,118.0966039,2197.109824,18.60434382,53
1975,155638589,Little Marl Lake,78-207,15.45372345,70.48643941,4.56112985,10
1976,155638593,Pleasant Lake,14-418,79.80095321,649.4595374,8.13849348,25
1977,155638635,Long Lake,14-391,225.6756615,5133.993483,22.74943363,48
1978,155635976,Lake Cora,80-232,216.6493961,5386.469453,24.86261005,57
1979,155635979,Hall Lake,80-241,21.08500799,387.6406367,18.38465685,35
1980,155635984,Reynolds Lake,80-243,94.10761348,1325.024523,14.07988657,31
1981,155635994,Indian Lake,39-249,740.0151346,21355.28481,28.85790279,77
1982,155635997,Threemile Lake,80-233,142.8059065,1523.443349,10.66792954,35
1983,155636017,Reynolds Lake (South),80-248,41.33405847,660.6800986,15.98391552,30
1984,155636769,Copley Lake,14-54,11.45086338,93.01194822,8.12270177,11
1985,155636795,South Lake,12-55,186.4963619,909.5111405,4.87683047,18
1986,155636813,King Lake,30-181,28.42082545,457.749499,16.10612964,27
1987,155636825,Second Lake,30-184,417.3713677,8093.145539,19.39075405,71
1988,155637651,Grey Lake,78-148,50.42852493,842.6030341,16.70885744,38
1989,155637654,Birch Lake Mill Pond,14-276,7.67954105,29.84390534,3.88615741,8
1990,155636040,Sugarloaf Lake,39-267,140.2748061,1600.812909,11.41197734,24
1991,155636047,Paw Paw Lake,11-3,907.1888441,30159.58358,33.24509971,94
1992,155636056,Gourdneck Lake,39-270,218.0806305,5094.067184,23.35864113,51
1993,155636058,Shafer Lake,80-247,74.87737848,2558.006492,34.1626075,70
1994,155636829,Mill Lake,14-33,49.82336385,473.484552,9.50326344,22
1995,155636852,Cook Lake,14-81,15.21847913,360.536018,23.69067336,44
1996,155636855,Mohney Lake,78-87,21.62295641,186.2273877,8.612485,19
1997,155636890,Round Lake,30-276,80.82866449,1876.141678,23.2113408,36
1998,155637728,Gilead Lake,12-122,136.9875632,2293.327099,16.74113361,46
1999,155637736,Thompson Lake,78-151,148.0445406,2163.629145,14.61471754,30
2000,155637745,Chain Lake,14-309,36.5827162,923.4025401,25.24149752,44
2001,155636076,Hogset Lake,39-328,82.26360544,1138.281673,13.837002,31
2002,155636084,Paw Paw Lake,39-312,127.3628086,3383.065538,26.56242882,56
2003,155636091,Turtle Lake,13-558,112.2730714,394.0348591,3.50961147,20
2004,155636927,Little Fish Lake,14-66,136.2074515,1915.340746,14.06193806,42
2005,155636937,Hemlock Lake,30-194,146.6256615,4824.679816,32.90474373,70
2006,155636978,Matteson Lake,12-73,312.0861894,4779.271361,15.31394699,36
2007,155637764,Minnewaukan Lake,78-156,150.0962566,1238.324634,8.25020332,24
2008,155637782,Silver Lake,12-113,207.2739708,829.4677769,4.00179421,40
2009,155637811,Sweet Lake,78-188,73.57587444,506.2990346,6.88131862,17
2010,155636115,Christie Lake,80-249,211.2434717,2862.453418,13.55049411,48
2011,155636121,Eagle Lake,80-234,194.8028093,4801.673811,24.64889407,62
2012,155636995,Marble Lake,12-50,769.4626829,17407.38468,22.6227796,63
2013,155637003,Pleasant Lake,78-94,256.8897662,5122.080409,19.93882624,53
2014,155637024,Long Lake,78-89,207.7143126,3571.429646,17.19395068,41
2015,155637862,Tamarack Lake,78-155,126.451484,2664.368432,21.07028204,47
2016,155636169,Huzzy Lake,80-258,90.11463762,1440.531586,15.9855449,31
2017,155636192,Bankson Lake,80-261,244.1752059,2798.042435,11.4591587,41
2018,155637066,Cary Lake,12-72,75.77189996,1677.05505,22.13294177,42
2019,155637071,Little Pleasant Lake,78-100,28.04967317,384.8598362,13.72065314,41
2020,155637079,Clear Lake,78-93,234.7083516,2786.554877,11.87241467,33
2021,155637082,Evans Lake,78-50,90.37607511,387.7408379,4.29030401,9
2022,155637876,Klinger Lake,78-171,822.2456279,17091.78157,20.78671018,71
2023,155637885,Lake Lavine,12-121,84.62049657,1802.627457,21.30249206,65
2024,155637911,Shavehead Lake,14-289,290.9305093,10480.49142,36.02403695,75
2025,155638930,Garver Lake,14-429,73.82989877,1325.84726,17.95813461,42
2026,155636234,Union Lake,12-24,500.3204435,3200.561411,6.39702305,16
2027,155637948,Robbins Lake,14-291,58.42460797,1045.275779,17.89101913,55
2028,155636298,Lake of the Woods,80-288,297.4810259,4326.39478,14.54343102,32
2029,155637149,Palmer Lake,78-42,466.8608922,6327.032597,13.55228656,47
2030,155637149,Palmer Lake,78-46,212.815309,3012.956781,14.15761298,34
2031,155637174,Middle Lake,12-77,78.02648946,2293.461895,29.39337539,57
2032,155637182,Mud Lake,78-106,75.8608579,282.1172488,3.71887765,6
2033,155636330,Kenyon Lake,12-32,77.10626902,1402.580771,18.19023004,31
2034,155636344,Cedar Lake,80-273,254.6146669,6178.387837,24.26563997,88
2035,155637197,Sand Lake,78-51,101.4478788,791.3879727,7.80093169,22
2036,155636373,Mud Lake,80-289,29.72035265,230.9145427,7.76957613,15
2037,155636374,Oliverda Lake,12-34,154.3771102,2304.115102,14.92523794,35
2038,155636404,Half Moon Lake,30-114,9.14265201,149.9399625,16.40005135,30
2039,155636410,Gravel Lake,80-281,291.2470513,5397.83383,18.53352268,51
2040,155637270,Corey Lake,78-104,611.1783424,15544.00402,25.43284495,81
2041,155637282,Kaiser Lake,78-108,69.17912838,393.144909,5.68299888,12
2042,155637283,Harwood Lake,14-158,116.9670852,2913.293744,24.90695343,59
2043,155637285,Belas Lake,14-154,54.15610961,259.5589985,4.79279255,15
2044,155637293,Mud Lake,12-85,5.03872583,46.63533378,9.25538228,15
2045,155636452,Craig Lake,12-21,123.3555006,1076.483212,8.72667377,25
2046,155636457,Mill Pond,30-116,52.25537502,58.89756767,1.12711023,6
2047,155637313,Eberhard Lake,78-122,38.8602865,470.7654043,12.11430606,30
2048,155636464,Hemlock Lake,14-2,67.92210331,2040.654928,30.04404794,74
2049,155636494,Saddlebag Lake,14-6,99.49747606,1223.582822,12.29762673,34
2050,155636506,Round Lake,80-318,202.7044981,1523.03649,7.51358013,22
2051,155636518,Bullhead Lake,30-126,30.84542345,122.918989,3.98499924,7
2052,155637334,Long Lake,12-86,122.1056416,2331.752604,19.09619058,46
2053,157067759,Emmons Lake,41-59,23.03195129,240.6160235,10.44705333,29
2054,157067788,Tupper Lake,34-17,91.64842072,2156.606533,23.53130055,42
2055,157067815,Jordan Lake,8-634,409.097044,10008.41648,24.46465117,57
2056,157067850,Sugarbush Lake,8-700,29.10950815,1026.76215,35.27239775,94
2057,157067854,Duncan Lake,8-731,135.7431405,3758.382782,27.68746007,61
2058,157067890,Saddlebag Lake,8-638,50.60792344,823.0782495,16.26382182,42
2059,157067915,Carr Lake,23-154,38.809877,750.6609286,19.34200741,44
2060,157067917,Mud Lake,23-152,13.87941507,172.5487458,12.43198975,35
2061,157067969,Middle Lake,8-658,126.4250437,2455.552894,19.42299423,36
2062,157067971,Leach Lake,8-490,105.4196036,2417.507808,22.93224149,48
2063,157068036,Carter Lake,8-493,60.72219381,438.027895,7.21363751,24
2064,157068041,Hathaway Lake,8-521,9.72038439,30.63180085,3.15129522,7
2065,157068043,Algonquin Lake,8-520,237.7583733,2749.722214,11.56519611,46
2066,157068045,Bassett Lake,8-592,43.13224434,1329.425717,30.82208536,48
2067,157068198,Deep Lake,8-619,33.61102688,653.4344746,19.44107441,39
2068,157067726,Hess Lake,34-22,5.31325991,80.49531933,15.14989303,25
2069,157068221,Thornapple Lake,8-481,401.5459978,5594.986611,13.93361319,30
2070,157068236,Podunk Lake,8-559,83.14280639,1313.625428,15.7996282,44
2071,157068237,Otis Lake,8-566,134.3153656,437.0507168,3.25391451,6
2072,157068275,Tillotson Lake,8-338,23.91782408,287.2560523,12.0101248,26
2073,157068276,Dagget Lake,8-407,15.56590929,121.7773621,7.82333751,18
2074,157068317,Myers Lake,8-295,22.6464669,423.7099914,18.70976137,36
2075,157068331,Middle Lake,8-282,21.21968042,344.4183224,16.23107962,41
2076,157068343,Pine Lake,8-348,62.31824747,807.5795528,12.95895802,32
2077,157068347,Head Lake,8-347,97.5937762,740.2197378,7.58470229,12
2078,157068372,Stewart Lake,8-418,48.60142774,553.5996997,11.3906057,36
2079,157068390,Long Lake,8-362,273.6066923,4827.026329,17.64220856,48
2080,157068421,Guernsey Lake,8-367,209.9461684,1871.760253,8.91542945,28
2081,157068529,Cloverdale Lake,8-370,66.05596347,773.253403,11.70603474,44
2082,157068529,Cloverdale Lake,8-389,96.25100556,1424.322338,14.79799956,45
2083,157068568,Wall Lake,8-386,550.4823417,7458.075936,13.54825645,37
2084,157068595,Clear Lake,8-57,205.5822874,1449.475442,7.05058524,16
2085,157068613,Big Cedar Lake,8-396,92.47227006,1975.799526,21.36640016,32
2086,157068641,Bristol Lake,8-55,138.8836028,3054.291704,21.99173727,48
2087,157068649,Long Lake,8-69,74.69526182,2053.731744,27.49480616,48
2088,157068663,Culver Lake,8-90,32.99524027,569.1159408,17.24842541,45
2089,157068664,Mill Lake,8-87,84.31408589,1626.307636,19.28868253,40
2090,157068669,Fine Lake,8-84,331.0322532,3641.674293,11.00096518,48
2091,157068671,Campau Lake,41-45,113.1564731,1806.471057,15.96436339,51
2092,111831115,Marl Lake,17-40,106.0151276,131.4568506,1.23998201,2
2093,111831231,Jones Lake,17-45,24.77379712,82.04343454,3.31170204,9
2094,111831311,Bass Lake,17-8,260.2765925,1814.221765,6.97036083,12
2095,111831253,Parish Lake,17-21,74.29000899,343.1694518,4.61932172,8
2096,111831323,Gravel Lake,17-23,84.14259476,327.4364993,3.89144761,9
2097,111831159,Dry Lake,17-2,163.6635776,771.0484817,4.71117944,7
2098,111831189,Stringham Lake,17-44,66.78665408,165.4066589,2.4766424,4
2099,109946290,The Pond,2-373,6.95428675,67.03882512,9.63992822,15
2100,86671161,Bass Lake,48-171,150.2924583,4154.462685,27.64252267,74
2101,86671049,Wolf Lake,48-166,7.21523003,52.96913891,7.34129593,11
2102,86671085,Ross Lake,48-164,10.2993523,79.58844258,7.72751919,21
2103,86671181,Little Buckeye Lake,48-172,8.98326904,100.7515359,11.2154646,38
2104,118045183,Hay Lake,49-33,426.3976331,1101.503373,2.58327741,4
2105,118043733,Little Dollar Lake,49-347,10.07745167,44.96082416,4.46152714,8
2106,118045443,Massey Lake,49-43,25.95866743,67.87601816,2.61477282,4
2107,118045465,Gamble Lake,49-44,72.16663245,401.7849487,5.56746151,11
2108,44361754,Lower Shoe Lake,2-409,24.27365583,245.8602175,10.12868515,36
2109,86671435,Stump Lake,17-333,38.1760517,24.39955602,0.63913252,5
2110,86672261,Cranberry Lake,49-375,69.81913132,330.6573944,4.7359139,21
2111,145331833,Moss Lake,63-278,18.904303,41.74363564,2.20815524,6
2112,145331833,Moss Lake,63-279,56.51818995,780.0737586,13.80217164,37
2113,129224200,Lower Herring Lake,10-24,462.4154664,15970.89784,34.5379837,59
2114,155417401,Lake Twentyseven,69-296,101.7698572,1072.582654,10.53929605,22
2115,155417393,Martin Lake,69-292,34.96022226,134.6070735,3.85029227,8
2116,155417382,Flott Lake (South),69-289,8.86021056,70.80112811,7.99090808,22
2117,155417378,Flott Lake (North),69-346,6.31453092,16.48019921,2.60988495,5
2118,122383358, ,1-52,1112.330048,2462.71302,2.21401285,10
2119,145330435,Robinson Lake,63-709,13.81146109,37.1637845,2.69079312,8
2120,145330420,Foley Pond,63-1744,16.94302759,130.8912264,7.72537409,17
2121,121860079,Lake Twentyeight,54-106,39.23390984,387.6670769,9.88091879,26
2122,123392450,Lake Thirteen,31-51,71.77225226,466.9641823,6.50619379,21
2123,110734343,Lake Arfelin,52-1585,54.54974849,949.9223839,17.41387285,38
2124,113235853,Lake Twenty Five,2-254,5.34365387,28.77505101,5.38490173,11
2125,111860979,Lake Sixteen,36-367,54.55716165,235.8636928,4.3232398,12
2126,83975881,Lake Big Wolf,60-20,222.314287,535.1306728,2.40709079,5
2127,86671229,Peck And Rye Lake,17-328,10.97370289,278.207671,25.35221464,32
2128,122383057,Lake Emma,71-52,115.8313889,402.3919631,3.47394577,10
2129,122383083,Lake Ferdelman,71-66,35.52856464,239.6639265,6.7456687,28
2130,83975793,Lake Manuka,69-225,163.7844121,945.5376224,5.77306235,26
2131,121858459,Lake Mitchell,83-4,2543.811029,21673.52652,8.52010085,23
2132,60090908,Lake of the Woods,43-245,59.66705383,823.8241371,13.80701885,32
2133,113235967,Lake Stella,2-118,318.2181095,2194.28578,6.89554024,16
2134,83975737,Lake Wequos,69-220,50.57604685,200.7207361,3.96869168,6
2135,110736651,Lake Mary,36-34,275.1226838,5955.393393,21.64631905,48
2136,122382930,Lake Augusta,71-123,519.3584305,1683.591852,3.24167618,10
2137,109946576,Lake Seventeen,2-244,31.46516375,202.4525742,6.43418149,11
