OBJECTID,IHDID,lake_name,New_Key,Area_ac,Volume_ac_ft,MeanDepth_ft,MaxDepth_ft
1061,109945688,Sand Lake,2-474,66.59218215,241.6311324,3.62852102,8
1062,113236163,Waco Lake,21-314,20.2453439,223.0795723,11.01880874,26
1063,117627609,Elginor Lake,31-160,12.00240259,30.82540792,2.56826979,6
1064,117627733,Petrow Lake,36-1528,35.20485659,174.3836268,4.95339688,9
1065,118044907,Little Brevoort Lake,49-97,163.4095532,1099.920045,6.73106329,11
1066,118253147,George Lake,65-151,186.4335972,3678.043757,19.72843851,95
1067,60087708,Timber Lake,40-278,12.2969522,276.0532827,22.4489189,50
1068,83975847,Little Bass Lake,69-47,16.24050699,255.5397059,15.73471235,42
1069,123397324,Kerr Lake,27-179,7.22634978,97.52977591,13.49640952,30
1070,123397524,Mountain Lake,27-168,108.9608709,2625.935638,24.09980406,60
1071,44361196,Pickerel Lake,2-599,69.52680566,398.2949558,5.72865317,15
1072,44364078,Upper Twin Lake,2-202,13.76253422,189.0357404,13.73553281,29
1073,44365172,Ford Lake,75-214,62.27401561,340.7751242,5.47218805,17
1074,44365866,"Muleshoe Lake, North",75-338,26.8388568,193.5708654,7.21233646,21
1075,86671087,Quintus Lake,48-127,7.3145664,39.04549198,5.33804601,7
1076,111830547,Dukes Lake,17-240,10.96480709,217.6903275,19.85354833,51
1077,105232351,Pinery Lakes,7-920,53.04981882,395.9393002,7.46353728,15
1078,117626885,Big Lake,7-540,121.9712163,497.9277221,4.08233793,33
1079,60089616,Meauwataka Lake,83-178,82.99577868,1670.326618,20.12544064,48
1080,83977201,Loon Lake,68-35,87.92133025,1370.754215,15.59069013,56
1081,70330487,Finger Lake,27-7,62.89523853,1042.688092,16.57817215,32
1082,111864605,First Fortune Lake,36-131,132.4759132,3678.669799,27.76859363,82
1083,111864605,First Fortune Lake,36-132,101.4305815,2079.493963,20.50164687,57
1084,111864605,First Fortune Lake,36-352,186.4046858,4279.336031,22.95723421,71
1085,111860009,Robinson Lake,36-2073,77.83646542,1030.487387,13.23913389,23
1086,123111245,Caribou Lake,17-47,854.0839208,5947.829127,6.96398677,17
1087,121858908,Lily Lake,18-123,226.9166247,790.1032718,3.48191003,9
1088,122382799,Ocqueoc Lake,71-154,130.240845,1978.398333,15.19030634,30
1089,129226201,Glen Lake,45-86,5092.685741,378896.9279,74.40021771,142
1090,129225633,Upper Woodcock Lake,10-122,34.73708611,1203.656738,34.65048088,54
1091,44364070,Mirror Lake,2-188,38.42636945,753.4393815,19.60735277,41
1092,44364212,Kennedy Lake,75-365,135.0344423,444.2254215,3.28971938,8
1093,44364544,Crescent Lake,75-371,5.49587079,33.99688193,6.18589542,15
1094,44365032,Tee Lake,75-212,132.5754966,553.1024001,4.1719806,10
1095,44365590,Hub Lake,75-548,9.7895739,25.80286749,2.6357498,6
1096,82815184,Bullhead Lake,43-278,9.12041252,13.85408676,1.51901975,5
1097,82815358,Ford Lake,53-135,182.5048687,6474.268609,35.47449805,84
1098,82817956,Walkup Lake,62-461,63.83275635,484.4342856,7.58911746,16
1099,82819488,Robinson Lake,62-188,134.3887559,2518.305059,18.73895655,33
1100,109943394,Andrus Lake,17-515,33.92015571,525.4199255,15.48990311,29
1101,109944058,Old Headquarters Lake,48-577,10.58006401,50.15473217,4.74049421,10
1102,110734323,Hasseib Lake,52-1588,37.92548684,803.5215883,21.18684967,50
1103,113470399,Grass Lake,60-226,322.0591155,1529.169028,4.74810044,7
1104,113471143,Lockwood Lake,60-59,126.7957018,565.5772682,4.46053975,18
1105,113471599,Crooked Lake,1-138,86.04827146,1068.447963,12.41684399,28
1106,83976003,Snyder Lake,68-144,148.9566066,944.3253234,6.33960014,22
1107,111861517,Stager Lake,36-17,117.3881528,2214.386814,18.86380151,55
1108,123147725,Bluejay Lake,27-885,6.27622958,86.11091268,13.72016615,36
1109,121860628,Emerald Lake,62-82,76.49591873,1401.765817,18.32471379,49
1110,123391340,Duck Lake,66-307,13.28290268,12.35156249,0.92988429,2
1111,123394245,Bela Lake,36-1966,72.06729608,272.9449441,3.78736208,8
1112,123397678,Louise Lake,27-200,5.35650335,45.15220728,8.42941828,18
1113,129225172,Cedar Hedge Lake,28-110,184.7503153,3427.267378,18.55080665,69
1114,44364108,Muddy Lake,2-189,41.01306858,131.9107832,3.21631099,6
1115,44364108,Muddy Lake,2-190,51.12091421,304.3291808,5.95312477,11
1116,86671875,East Lake,48-43,129.5916992,1454.810817,11.22611114,21
1117,116543785,Courtney Lake,66-447,30.93339297,466.0060311,15.0648211,40
1118,109946050,Perch Lake,2-343,131.2527415,1778.369616,13.54919977,33
1119,113236011,Dana Lake,21-479,91.4868138,1017.785058,11.1249372,27
1120,113471097,McCormick Lake,60-74,93.09126904,4094.437947,43.98305006,88
1121,118043971,Garnet Lake,49-237,46.93198379,263.7453343,5.61973548,10
1122,60090692,Timmerman Lake,51-30,9.3077184,104.1706095,11.19185228,31
1123,60091174,Elbow Lake,43-250,56.95284832,466.5433618,8.19174766,31
1124,83975631, ,69-344,9.08680619,74.06378401,8.1506948,22
1125,111861383,Brule Lake,36-192,218.1621752,2397.657462,10.99025282,21
1126,111860937,Sunset Lake,36-355,559.7436043,9540.286328,17.04402919,54
1127,121858952,Big Long Lake,67-237,51.23334716,494.9226735,9.66016669,32
1128,121860685,Kimball Lake,62-115,149.2081599,3176.157901,21.2867574,47
1129,122382979,Upper Barnhart Lake,71-96,47.96513139,1063.593948,22.17431533,65
1130,122382979,Upper Barnhart Lake,71-97,66.44416602,243.4521755,3.66401131,18
1131,123397245,Little Trail Lake,27-93,5.55171661,63.38339522,11.41690034,20
1132,129225193,Bridge Lake,28-132,32.20598568,618.2002124,19.19519615,40
1133,44362012,Canoe Lake,75-1065,34.2774701,167.3081348,4.88099426,11
1134,44363432,Sister Lake,2-170,14.44973429,231.5187153,16.02235105,36
1135,92131210,Middle Eighteenmile Lake,21-497,33.75583064,77.01422227,2.28150873,6
1136,110736637,Glidden Lake,36-35,30.21703447,423.5754425,14.01777011,31
1137,113471071,Beaver Lake,4-1,679.3529874,20736.03811,30.5232162,72
1138,113471395, ,68-248,19.2673008,97.75142943,5.07343662,14
1139,117625857,Sandy Lake,31-767,103.5934949,513.8563821,4.96031515,20
1140,60087740,Squaw Lake,40-240,66.59440609,347.6130243,5.21985321,9
1141,60088442,Pickerel Lake,28-11,40.81464296,177.9471335,4.3598846,12
1142,60090486, ,51-21,14.55277723,266.1686968,18.28989014,32
1143,83975643,Five Lakes (South),69-284,52.14220075,46.29395769,0.8878405,6
1144,123147656,Elbow Lake,27-1012,26.05454432,184.8811576,7.0959275,15
1145,123393951,Tepee Lake,36-1936,121.3126805,1094.411078,9.02140711,38
1146,123395751,Crane Lake,27-620,67.62063474,645.3630244,9.54387706,20
1147,123396362,Wolf Lake,27-626,245.4248178,1780.946925,7.25658856,13
1148,123397809,Germain Lake,27-211,14.00296776,143.38611,10.23969436,16
1149,44364252,Clear Lake,75-421,103.1682265,2333.207684,22.61556453,52
1150,44364874,Twilight Lake,75-493,58.64774413,953.2901831,16.25450727,46
1151,44364984,Green Bass Lake,75-500,38.19606723,695.8378816,18.21752688,44
1152,44365578,Bell Lake,75-321,4.49657663,33.52046276,7.45466286,12
1153,82815250,Sauble Lake #1,43-191,71.67489274,1342.469174,18.72997814,31
1154,110735533,Helen Lake,52-505,115.1896562,428.9447954,3.72381349,15
1155,110735627,Chief Lake,52-617,233.2289317,4435.159078,19.01633321,53
1156,110735809,Bed Spring Lake,52-660,5.44743813,54.41445829,9.98899977,16
1157,113235787,Sixteenmile Lake,2-234,463.7787468,3499.40584,7.54542088,12
1158,118045603,Cookson Lake,75-57,16.89088835,38.93355325,2.30500329,4
1159,83977601,Rat Lake,65-197,9.70753491,172.6751402,17.78774341,41
1160,83977097,Wagner Lake,68-12,25.28110447,200.0504628,7.91304284,25
1161,83975749,Big Bear Lake,69-1,348.6802725,5414.325148,15.52805127,36
1162,83976017,Moon Lake,68-154,29.85428377,171.3319989,5.73894186,16
1163,83976079,Pickerel Lake,20-79,12.74544847,115.8913119,9.09276062,35
1164,121859009,Shingle Lake,18-124,32.77679911,446.859812,13.63341827,36
1165,121860894,Hess Lake,62-28,756.7856826,4747.929626,6.27381006,27
1166,123397905,Dutch Lake,27-325,22.30175489,289.0053113,12.95885964,62
1167,129225119,Fuller Lake,10-97,10.76835831,89.76794877,8.3362706,23
1168,129226206,Crystal Lake,10-42,1566.28265,110818.4662,70.75253383,176
1169,145333194,Winans Lake,47-89,148.3109202,2899.898903,19.55283467,54
1170,145334075,Crooked Lake,81-147,110.391611,568.3565859,5.14854871,20
1171,145331059,Round Lake,63-837,47.78499156,199.5977657,4.17699699,14
1172,145333036,Maltby Lake,47-126,37.83035127,945.2895286,24.98759586,62
1173,145332908,Appleton Lake,47-66,57.10976024,1054.011572,18.45589209,38
1174,145333563,Fish Lake,47-148,38.72437854,989.6217167,25.55552223,44
1175,145333746,Gosling Lake,47-50,14.17371758,140.8311639,9.93607803,23
1176,145331081,Bogie Lake,63-829,73.63517973,637.5925486,8.65880345,34
1177,145334022,Long Lake,81-58,47.49414853,417.9624438,8.80029344,30
1178,145333775,Williamsville Lake,47-22,74.92581114,1011.550342,13.50069258,24
1179,145332304,Woodland Lake,47-343,66.24796435,111.9174867,1.68937246,5
1180,145332254,School Lake,47-341,81.80942575,750.46831,9.17337218,35
1181,145334300,Belleville Lake,82-157,260.9502018,519.127387,1.98937339,11
1182,145332627,Kent Lake,63-2,281.6069761,349.7204626,1.24187429,6
1183,145331332,Green Lake,63-340,175.2009278,3787.633635,21.61879895,76
1184,145333998,Gorman Lake,81-55,45.0727629,239.8490084,5.32137355,31
1185,145333903,Horseshoe Lake,81-125,86.11919071,1289.729967,14.97610412,33
1186,145333832,McIntyre Lake,47-24,12.22282059,94.42959179,7.72567928,23
1187,145331021,No Name,63-673,97.88239529,1884.596883,19.25368579,41
1188,145333899,Pickerel Lake,81-83,19.15486786,629.6780103,32.87300205,55
1189,145333884,Little Portage Lake,81-72,95.4496428,1372.935662,14.38387427,42
1190,145332244,Wolverine Lake,63-299,239.9338891,1808.76889,7.53861365,57
1191,145333996,West Lake,81-97,162.6118971,530.1059084,3.25994542,5
1192,145333892,Independence Lake,81-110,185.476558,1743.054797,9.39770942,31
1193,145333723,Zukey Lake,47-101,49.21128382,70.17953452,1.42608624,6
1194,145333723,Zukey Lake,47-97,144.7829967,1409.414717,9.73467016,42
1195,145333779,Tamarack Lake,47-106,16.07346375,267.5519927,16.64557166,34
1196,145330836,Alderman Lake,63-588,17.47677521,238.0721971,13.622204,26
1197,145333509,Frog Lake,47-133,28.86289698,132.3832487,4.58662375,10
1198,145333663,Tioga Lake,47-105,41.22088421,265.6139452,6.44367413,20
1199,145332409,East Crooked Lake,47-285,236.0424735,3102.893626,13.14548852,40
1200,145332154, ,47-535,23.27436167,32.3537547,1.39010277,5
1201,145333045,Sheets Lake,47-2,39.18918376,245.3668716,6.26108655,20
1202,145332346,Loon Lake,63-318,77.24538935,1550.620246,20.0739521,58
1203,145332773,Fonda Lake,47-121,84.03535102,1093.402147,13.01121651,37
1204,145334066,Frain Lake,81-213,17.89314778,197.1766272,11.01967243,27
1205,145332786,Briggs Lake,47-118,72.81602539,601.483904,8.2603232,26
1206,145333840,Silver Lake,81-73,63.74453973,107.0926306,1.6800283,6
1207,145333603,Bass Lake,47-98,163.9549148,3953.738243,24.11478941,73
1208,145330558,Upper Pettibone Lake,63-564,44.04752267,965.2183306,21.91311275,50
1209,145331129,Long Lake,63-231,171.9613763,971.0605195,5.64696876,12
1210,145333944,Snyder Lake,81-36,15.19945201,208.7716765,13.73547391,29
1211,145331204,Union Lake,63-232,468.2726053,13490.14032,28.80830561,111
1212,145333882,Blind Lake,81-5,69.57795647,1861.790786,26.75834245,81
1213,145333656,Cordley Lake,47-103,43.62027746,556.0225679,12.74688288,32
1214,145331727,Clark Lake,47-267,26.63845433,289.5916923,10.87118977,41
1215,145334240,Barton Pond,81-179,307.6222307,3528.893543,11.47151666,30
1216,145333507,Ten Mile Lake,47-138,40.05009891,1134.214813,28.31990042,53
1217,145334231,Cavanaugh Lake,81-152,110.43609,279.5074453,2.53094297,5
1218,145333897,Losee Lake,81-86,11.81781487,210.8719487,17.84356508,35
1219,145330572,Pontiac Lake,63-731,595.4359998,2226.215625,3.73879918,34
1220,145332899,Murray Lake,47-59,23.9279554,162.9863853,6.81154668,30
1221,145333890,Ellsworth Lake,81-8,34.58882288,388.6606877,11.2365977,24
1222,145333875,Joslin Lake,81-7,189.8369796,915.6800028,4.82350702,20
1223,145334063,Walsh Lake,81-65,8.81746133,99.4649817,11.28045568,22
1224,145330487,White Lake,63-575,571.5367086,6355.660003,11.1203006,32
1225,145334239,Doyle Lake,81-159,16.49724948,123.18055,7.46673257,11
1226,145333926,North Lake,81-27.1,225.0821143,2623.099362,11.65396624,57
1227,145334061,Murray Lake,81-212,18.06192075,292.0662056,16.17027389,40
1228,145330311,Big Lake,63-1144,213.8435145,724.5762374,3.38834797,13
1229,145333091,Ore Lake,47-81,216.4272484,6372.271291,29.44301764,85
1230,145333609,Sandy Bottom Lake,47-147,57.72925343,1574.498162,27.27383551,44
1231,145333066,Lowe Lake,33-1,82.46079553,503.6369684,6.10759289,14
1232,145331735,Reed Lake,63-266,20.02220774,282.4195822,14.10531675,47
1233,145331001,Pickerel Lake,63-671,8.53230172,103.1584658,12.09034435,25
1234,145333043,"Long Lake, Little",47-77,6.90115909,54.12250328,7.84252363,17
1235,145333924,Sullivan Lake,81-19,20.49837981,245.9321251,11.99763724,22
1236,145333861,Bruin Lake,81-6,128.9813489,1801.218956,13.96495673,48
1237,145333845,Halfmoon Lake,47-51,62.05878682,75.93881965,1.22365943,6
1238,145333845,Halfmoon Lake,81-2,5.02439372,92.92879726,18.49552452,35
1239,145331157,Clark Lake,63-238,33.03181187,488.1970828,14.77960352,38
1240,145331665,Middle Straits Lake,63-263,178.8143498,2117.602926,11.84246638,55
1241,145333772,Gallagher Lake,47-102,14.27008867,22.25764658,1.55974129,6
1242,145333772,Gallagher Lake,47-108,67.43061071,1514.125128,22.45456644,51
1243,145334235,Little Cedar Lake,81-157,66.14689825,723.220988,10.9335586,27
1244,145334235,Little Cedar Lake,81-158,9.25063706,75.16550336,8.12544075,18
1245,145333605,Mill Pond,47-47,30.0163849,174.4825925,5.81291162,12
1246,145333241,Jones Lake,33-6,25.2502163,358.8328442,14.21108001,26
1247,145331670,North Commerce Lake,63-256-N,156.3005785,4609.187491,29.4892542,72
1248,145333805,Hi-Land Lake,47-54,116.0060924,564.2863896,4.86428237,12
1249,145330893,Waterbury Lake,63-644,33.2260367,28.61739778,0.86129435,5
1250,145333963,Island Lake,81-52,80.74711971,490.6986542,6.07698028,19
1251,145331740,Upper Straits Lake,63-359,341.9338013,7386.935038,21.60340688,96
1252,145332923,Reed Lake,47-64,19.45188852,32.66028893,1.67902921,7
1253,145334309,Pleasant Lake,81-248,72.52147577,147.7153963,2.03685039,5
1254,145330503,Duck Lake,63-569,139.1450403,229.8902909,1.65216303,5
1255,145333852,Fink Lake,33-18,30.80440396,201.8088647,6.55129912,17
1256,145333928,Wild Goose Lake,81-27,45.81852694,120.1477021,2.62225152,18
1257,145331244,Moore Lake,63-149,89.57570078,339.8346411,3.79382621,36
1258,145332956,Bishop Lake,47-68,109.4402553,793.2684447,7.24841552,54
1259,145334073,Mill Lake,81-144,92.22689442,196.1150625,2.12644114,5
1260,145330901,Haven Hill Lake,63-768,68.28213585,131.547044,1.9265221,12
1261,145330550,Grass Lake,63-728,112.738865,448.9521768,3.98223077,31
1262,145333004,Deidrich Lake,47-78,5.95795785,20.45773098,3.43368172,7
1263,145331645,Hubbell Pond,63-184,66.01370845,508.9001894,7.70900774,17
1264,145333598,Inchwagh Lake,47-143,111.6058869,424.7307838,3.80563065,23
1265,145333941,South Lake,81-18,206.9265407,3717.170423,17.96371993,86
1266,145331027,Mandon Lake,63-834,27.64021955,105.3269391,3.81064047,14
1267,145331103,Sugden Lake,63-833,68.63228418,1134.788345,16.53432285,46
1268,145333612,Limekiln Lake,47-145,27.45810288,656.6414082,23.91430358,35
1269,145333260,Gut Lake,47-88,33.39060888,195.1693902,5.84503837,24
1270,145332491,Clifford Lake,47-306,52.53880489,643.7002523,12.25190131,32
1271,145333972, ,81-47,16.82837069,63.65162811,3.78239993,12
1272,145331039,Teeple Lake,63-813,45.83014089,365.3500015,7.97182802,27
1273,145330973,Cedar Island Lake,63-789,141.3618227,4022.843857,28.45778146,72
1274,145331651,Bass Lake,63-277,35.81446557,555.2690201,15.50404316,54
1275,145334041,Fourmile Lake,81-102,250.5762237,945.5514603,3.7735083,18
1276,145333488,Oneida Lake,47-96,44.55631265,726.0320588,16.29470698,33
1277,145334286,Ford Lake,81-266,978.5051869,14674.96615,14.99733097,32
1278,145331071,Cooley Lake,63-236,85.08925548,825.9645639,9.70703715,55
1279,145331777,South Commerce Lake,63-256-S,317.5741528,6452.412632,20.3178142,66
1280,145332796,Island Lake,47-120,143.3883339,1457.326968,10.16349746,32
1281,145333935,Eagle Lake,81-33,7.96074697,86.76858365,10.89955302,22
1282,145333034,Spring Mill Pond,47-531,7.81841427,145.782538,18.6460493,36
1283,145333993,Green Lake,81-46,87.62826327,302.6965556,3.45432563,11
1284,145333918,Parks Lake,81-109,38.04360321,293.2143808,7.70732412,17
1285,145333791,Woodburn Lake,47-19,159.1867694,3503.208051,22.00690462,59
1286,145333791,Woodburn Lake,47-21,65.31267048,714.2283289,10.93552482,24
1287,145333952,Twamley Lake,81-28,9.38382686,69.64677532,7.42200132,17
1288,145333254,Green Oak Lake,47-135,151.5482478,2023.827422,13.35434392,41
1289,145331619,Lower Straits Lake,63-258,173.5265418,238.2312095,1.37288052,5
1290,145333719,Whitmore Lake,47-153,559.3499654,7681.863218,13.73355447,69
1291,145332994,Dibrova Lake,47-528,21.74107278,310.0422573,14.26066967,33
1292,145330879,Oxbow Lake,63-774,267.328733,6898.356301,25.80476937,72
1293,145333141,Duck Lake,47-39,12.23764691,81.65498488,6.67244164,13
1294,146646262,Stony Lake,63-1539,62.88980222,1604.612401,25.51466763,73
1295,146646474,Lake Orion,63-1221,463.88945,8186.280051,17.64704942,80
1296,146646595,Walters Lake,63-1177,72.37172991,348.1672817,4.81081884,17
1297,146646757,Parke Lake,63-1186,21.17618988,557.5170613,26.32754355,51
1298,146646317,Lakeville Lake,63-1650,454.4468121,4734.591619,10.41836249,65
1299,146646425,Seymour Lake,63-1509,68.14276841,460.8028567,6.76231488,21
1300,146646513,Hart Lake,63-1287,4.87143549,38.29120281,7.86035305,17
1301,146647133,Crescent Lake,63-918,87.07202906,1241.963261,14.26363064,40
1302,146646685,Bridge Lake,63-1101,20.93699187,239.8729776,11.45689787,30
1303,146646981,Huntoon Lake,63-859,37.98553345,252.22071,6.63991491,15
1304,146646555,Crooked Lake,63-1168,64.32696711,1483.34247,23.05941872,64
1305,146646575,Square Lake,63-1246,62.01307232,354.0150306,5.7087162,22
1306,146646492,Shoe Lake,63-1281,5.19366091,65.48712688,12.60904939,21
1307,146646383,Cedar Lake,63-1580-GRP,59.80765679,1077.061562,18.00875707,51
1308,146646383,Cedar Lake,63-1581,103.2038097,1880.298114,18.2192704,55
1309,146647235,Pine Lake,63-347,378.7950053,8236.375107,21.7436212,90
1310,146647009,Silver Lake,63-871,97.91278925,3273.556835,33.43339373,75
1311,146647224,Cass Lake,63-1337,1282.481131,33062.04904,25.77975477,123
1312,146647158,Elizabeth Lake,63-925,361.594741,10600.40079,29.31569402,72
1313,146646592,Elkhorn Lake,63-1247,44.07470426,251.801125,5.71305308,32
1314,146646924,Eagle Lake,63-849,22.03018607,146.8605352,6.66633204,20
1315,146646477,Graham Lakes,63-1280,21.16679987,390.4300858,18.44539978,52
1316,146647136,Pleasant Lake,63-915,89.50206338,1029.426934,11.50171175,52
1317,146646812,Middle Lake,63-1205,24.04582467,611.102481,25.41407872,39
1318,146646951,Maceday Lake,63-854,418.2083137,10562.11786,25.2556382,117
1319,146646951,Maceday Lake,63-856,418.2083137,10562.11786,25.2556382,117
1320,146646749,Stony Creek Lake,50-175,482.7974596,3696.010048,7.65540492,23
1321,146647017,Williams Lake,63-857,166.7541246,2248.328839,13.48289792,45
1322,146647040,Galloway Lake,63-953,32.3675926,679.5522779,20.99483537,45
1323,146646515,Chamberlain Lake,63-1775,10.07349798,127.0598574,12.61328068,24
1324,146647236,Orchard Lake,63-344,809.860212,18460.07696,22.79415223,111
1325,146646881,Townsend Lake,63-1213,23.96106752,550.8022196,22.98738231,53
1326,146647176,Otter Lake,63-934,343.3766497,526.3814126,1.53295634,6
1327,146646404,Cusick Lake,50-153,40.07826893,733.2771886,18.29612926,62
1328,146646999,Loon Lake,63-865,232.233097,4916.589551,21.17092531,73
1329,146646702,Mill Lake,63-1259,28.14184347,520.7133093,18.50316984,34
1330,146646633,Stony Creek Lake,50-227,494.5196447,3798.295367,7.68077751,22
1331,146646788,Deer Lake,63-1184,126.1235751,4053.77169,32.14126849,63
1332,146646643,Lake Sixteen,63-1257,104.4395837,832.4310646,7.9704556,31
1333,146646930,Lake Oakland,63-846,269.1770813,3147.329228,11.6924116,65
1334,146646930,Lake Oakland,63-848,123.8598427,1810.739803,14.61926451,55
1335,146647031,Watkins Lake,63-877,91.80385001,187.7470858,2.04508946,5
1336,146647118,Geneva Lake,63-921,19.28163292,334.9236688,17.37008843,36
1337,146646958,Mohawk Lake,63-843,23.39766726,267.4575985,11.43095145,33
1338,146646958,Mohawk Lake,63-868,28.0145842,218.1981291,7.78873345,24
1339,146647005,Upper Silver Lake,63-872,34.6723445,395.1390495,11.39637527,30
1340,146647005,Upper Silver Lake,63-943,8.54169172,91.10145296,10.66550467,22
1341,146646465,Long Lake,63-1220,108.2479718,2419.006008,22.34689452,59
1342,146646659,Cranberry Lake,63-1179,23.193064,224.6258343,9.68504352,25
1343,146647024,Scott Lake,63-876,10.988035,124.832326,11.36075067,32
1344,146646861,Greens Lake,63-1203,119.3963782,2373.205273,19.87669399,55
1345,146646969,Schoolhouse Lake,63-869,38.42216866,638.8419134,16.6269093,49
1346,146646445, ,63-1708,28.89872726,156.7192986,5.42305193,15
1347,147104465, ,44-58,21.31259205,127.7051731,5.9920057,27
1348,147104498,Big Fish Lake,44-81,100.4742836,1655.018316,16.47205888,66
1349,147104617,Copneconic Lake,25-31,122.4555428,2543.572819,20.77139801,48
1350,147104089,Long Lake,44-271,206.4434496,1037.512099,5.02564795,27
1351,147104169,McDowell Lake,44-251,9.73669335,89.92201897,9.23537548,16
1352,147104900,Seven Lakes,63-1691,160.6301119,1594.353697,9.92562153,53
1353,147104525,Davison Lake,44-79,54.29720679,1387.087387,25.54620153,66
1354,147104729,Phipps Lake,63-1393,55.91055782,396.35036,7.08900743,29
1355,147104099,West Lake,44-237,29.33931615,379.0692923,12.92018159,28
1356,147104132,Skinner Lake,44-244,66.84744201,1147.044895,17.15914417,50
1357,147104898,Willdwood Lake,63-1433,51.71693239,327.5049475,6.3326445,17
1358,147104823,Bald Eagle Lake,63-1481,126.2495989,857.4712413,6.791873,26
1359,147104903,Dickinson Lake,63-1366,42.64569384,1302.946028,30.55281578,68
1360,147104158,Davis Lake,44-248,72.40212388,1047.773397,14.47158371,33
1361,147104742,Tamarack Lake,63-1406,19.02513753,40.9448675,2.15214568,6
1362,147104121, ,44-236,10.88326232,172.3647758,15.83760189,27
1363,147104481,Mud Lake,44-60,6.90461857,56.02793288,8.11455873,25
1364,147103910,Mud Lake,44-317,10.0880772,200.8631924,19.91094917,50
1365,147104801,Holdridge Lakes (East),63-1768,3.92428056,62.43154529,15.90904225,32
1366,147104134,Pero Lake,44-241,59.46492163,1106.186514,18.60233704,31
1367,147103948,Dipper Lake,44-321,8.9447206,153.3610129,17.1454224,40
1368,147104474,Shinanguag Lake,25-99,221.9421463,1293.675004,5.82888391,35
1369,147103912,Otter Lake,44-316,69.16281943,1684.943148,24.36197891,117
1370,147104837,Stewart Lake,63-1422,30.60078912,355.0149425,11.60149632,32
1371,147104852,Lake Louise,63-1480,102.8667579,685.8902838,6.66775446,35
1372,147104027,Duperow Lake,44-281,5.01055582,101.9345529,20.34396114,38
1373,147104108,Ford Lake,44-233,7.22338451,48.84606207,6.76221264,14
1374,147104781,Little Lake,63-1332,7.16284369,81.83277721,11.42462138,21
1375,147103909,Powder Horn Lake,79-11,12.5218181,234.8479661,18.75510124,47
1376,147104318,Misch Lake,44-199,48.3513571,181.6149187,3.75614935,29
1377,147104249,Nepessing Lake,44-159,419.4932616,3965.95921,9.45416666,23
1378,147104753,Gravel Lake,63-1327,40.54702783,403.7588265,9.95779094,44
1379,147104870,Crotched Lake,63-1348,33.67848665,852.0277569,25.29887301,51
1380,147103954,Millers Lake,44-320,67.50919022,1005.070992,14.88791362,44
1381,147104885,Heron Lake,63-1692,116.9784521,1072.538545,9.16868471,41
1382,147104854,Spring Lake,63-1352,43.01091559,360.7522352,8.3874577,23
1383,147104671,Hartwig Lake,63-1392,4.84845469,36.94509624,7.6199735,21
1384,147104798,Narrin Lake,63-1402,27.57869031,646.0042629,23.42403702,58
1385,147104185,Spear Lake,44-252,23.64254869,328.4695233,13.89315203,33
1386,147104376,Lake Minnawanna,44-25,60.11925668,428.4142601,7.1260738,23
1387,147104071,Fish Lake,44-263,18.58207758,116.5325504,6.27123366,18
1388,147104907,Valley Lake,63-1436,37.11349856,318.363531,8.57810617,46
1389,147103892,North Lake,44-313,54.35354681,571.0653551,10.50649661,46
1390,147104747,Strawberry Lake,63-1328,35.58984678,210.9166748,5.9263159,24
1391,147104035,Cedar Lake,44-283,13.88929928,90.19371134,6.49375534,17
1392,148710043,Hopkins Lake,76-93,11.35449228,134.9239862,11.88287269,24
1393,148710132,Lake Fenton,25-35,869.5265245,18332.00904,21.08274851,92
1394,148710198,Byram Lake,25-54,132.3634802,2008.580526,15.17473341,50
1395,148710201,Bush Lake,63-1359,110.1151001,1218.019738,11.06133253,46
1396,148710202,Bevins Lake,63-1362,35.39586905,562.2887897,15.88571788,47
1397,148710204,Myers Lake,25-16,34.77316349,454.6432608,13.07454414,29
1398,148710217,Pine Lake,25-52,133.2997625,954.4360108,7.16007285,25
1399,148710219,Simonson Lake,63-1375,8.38033191,155.4463352,18.54894734,40
1400,148710267,Rattalee Lake,63-1014,48.58388326,1337.309614,27.52578683,46
1401,148710279,Ryan Lake,47-480,68.18971844,952.5225503,13.96871218,36
1402,148710305,Lobdell Lake,25-11,553.378911,4393.386531,7.93920123,70
1403,148710305,Lobdell Lake,47-471,20.20481862,146.2856445,7.24013649,24
1404,148710305,Lobdell Lake,47-472,142.6603615,3506.235833,24.5775056,61
1405,148710308,Hoisington Lake,47-469,123.4872078,2659.435467,21.53612114,61
1406,148710318,Clough Lake,47-509,7.99262356,36.3369699,4.54631319,16
1407,148710382,Louise Lake,47-491,63.22117053,1594.212353,25.21643209,42
1408,148710390, ,47-485,35.26366767,620.3023379,17.59040902,36
1409,148710421,Tipsico Lake,63-1047,293.6125911,3084.206776,10.50434099,27
1410,148710439, ,63-1064,13.89251165,411.9467868,29.65243414,61
1411,148710463,Tyrone Lake,47-409,96.24235687,540.4465273,5.61547478,22
1412,148710471, ,47-466,32.5511919,46.36710088,1.42443635,6
1413,148710512,Neff Lake,47-388,32.25120597,441.1253609,13.67779429,26
1414,148710561,Thompson Lake,47-379,261.9418357,2649.031589,10.1130527,53
1415,148710583,Lake Chemung,47-252,325.7054025,9430.546458,28.95422178,71
1416,148710602,Coon Lake,47-204,101.0290352,1308.690116,12.95360401,45
1417,148710603,Pardee Lake,47-208,78.26049826,444.6326512,5.68144416,19
