OBJECTID,TRANSCODE,TC_METHOD,NAME,UNIQUE_ID,LAKE_NAME,NEW_KEY,X_COORD,Y_COORD,COMID,FDATE,GNIS_ID,GNIS_NAME,REACHCODE,FTYPE,FCODE,CI_TR,PU_CODE
1984,dkels31679,spatjoin,Mountain Lake,2010,Mountain Lake,52-1731,353706.6977,702328.3618,105231679,9/23/03,632853,Mountain Lake,4.02011E+12,390,39004,31679,dkels
2001,dkels19339,spatjoin,Pine Lake,69879,Pine Lake,52-1780,356862.3339,704824.5643,120019339,3/16/04,634970,Pine Lake,4.02011E+12,390,39004,19339,dkels
2002,dkels19339,spatjoin,Second Lake,69880,Second Lake,52-1784,357842.4409,703702.5297,120019339,3/16/04,634970,Pine Lake,4.02011E+12,390,39004,19339,dkels
2003,dkels19339,spatjoin,Third Lake,69878,Third Lake,52-1786,358793.453,702805.8687,120019339,3/16/04,634970,Pine Lake,4.02011E+12,390,39004,19339,dkels
2011,blkpi46994,spatjoin,Lost Lake,2606,Lost Lake,66-574,218134.0442,697411.9644,123146994,7/29/04,631108,Lost Lake,4.0201E+12,390,39004,46994,blkpi
2179,blkpi47023,spatjoin,Mirror Lake,2633,Mirror Lake,66-514,211926.5065,696900.2087,123147023,7/29/04,632484,Mirror Lake,4.0201E+12,390,39004,47023,blkpi
2187,dkels31881,spatjoin,Lake Independence,2562,Lake Independence,52-1703,370278.456,696296.1565,105231881,11/10/03,628952,Lake Independence,4.02011E+12,390,39004,31881,dkels
2191,dkels31895,spatjoin,Roland Lake,2428,Roland Lake,7-888,333671.7815,698984.298,105231895,9/23/03,636129,Roland Lake,4.02011E+12,390,39004,31895,dkels
2245,kewee43747,spatjoin,Butterfield Lake,2769,Butterfield Lake,66-525,275337.4193,695756.8066,116543747,1/9/04,1622750,Butterfield Lake,4.0201E+12,390,39004,43747,kewee
2260,dkels31855,spatjoin,McKenzie Bay,2752,McKenzie Bay,52-1822,368211.896,695840.7848,105231855,9/23/03,631941,McKenzie Bay,4.02011E+12,390,39004,31855,dkels
2288,onton89951,spatjoin,,2577,no name,66-537,248859.1576,697479.2544,123389951,8/13/04,,,4.0201E+12,390,39004,89951,onton
2376,strgn26085,spatjoin,Lake Fifteen,2390,"Fifteen, Lake",31-792,281095.1201,699423.9239,117626085,1/12/04,1619905,"Fifteen, Lake",4.0201E+12,390,39004,26085,strgn
3315,No WB,Checked,Sixmile Lake,2913,Sixmile Lake,31-818,275954.4091,694263.4127,,,,,,,,,
3333,No WB,Checked,Storms Lake,3046,Storms Lake,66-432,277309.049,693643.8605,,,,,,,,,
3470,,,Falls River Pond,3602,L'anse Power Plant,7-731,313213.6235,689733.2311,,,,,,,,,
2438,dkels31727,spatjoin,Canyon Lake,2365,Canyon Lake,52-1741,353321.8225,699714.7161,105231727,9/23/03,622701,Canyon Lake,4.02011E+12,390,39004,31727,dkels
2466,dkels32125,spatjoin,Bella Lake,2747,Bella Lake,7-892,327521.0663,695852.0227,105232125,9/23/03,621047,Bella Lake,4.02011E+12,390,39004,32125,dkels
2532,btsch43336,spatjoin,Weatherhogs Lake,3554,Weatherhogs Lake,17-497,566686.2092,689802.6187,109943336,11/5/03,1615919,Weatherhogs Lake,4.0202E+12,390,39004,43336,btsch
2549,blkpi47088,spatjoin,Lily Pond,2949,Lily Pond,66-515,210162.0025,694284.2056,123147088,7/29/04,630405,Lily Pond,4.0201E+12,390,39004,47088,blkpi
2553,btsch43318,spatjoin,Weatherhogs Lake,3532,Weatherhogs Lake,17-610,567198.3552,689940.1376,109943318,11/5/03,,,4.0202E+12,390,39004,43318,btsch
2579,btsch43290,spatjoin,Little Lake,3438,Little Lake,17-486,575866.6812,690375.7234,109943290,11/5/03,630668,Little Lake,4.0202E+12,390,39004,43290,btsch
2586,kewee43785,spatjoin,Courtney Lake,3096,Courtney Lake,66-447,275527.2788,693240.3567,116543785,1/9/04,1619597,Courtney Lake,4.0201E+12,390,39004,43785,kewee
2667,onton90074,spatjoin,,3063,no name,66-483,253716.954,693295.369,123390074,8/13/04,,,4.0201E+12,390,39004,90074,onton
2672,dkels32505,spatjoin,Pinery Lakes,3073,Pinery Lakes,7-697,317100.0359,693272.0511,105232505,9/23/03,,,4.02011E+12,390,39004,32505,dkels
2697,kewee26379,spatjoin,,3295,no name,66-451,279300.7357,691837.7148,117626379,1/12/04,,,4.0201E+12,390,39004,26379,kewee
2703,onton90080,spatjoin,,3157,no name,66-484,254202.9505,692714.0627,123390080,8/13/04,,,4.0201E+12,390,39004,90080,onton
2708,kewee43817,spatjoin,Sudden Lake,3293,Sudden Lake,66-450,278094.9761,691856.3875,116543817,1/9/04,1621816,Sudden Lake,4.0201E+12,390,39004,43817,kewee
2709,kewee43819,spatjoin,Very Sudden Pond,3317,Very Sudden Pond,66-452,278670.7878,691773.6622,116543819,1/9/04,1622022,Very Sudden Pond,4.0201E+12,390,39004,43819,kewee
2821,dkels32787,spatjoin,,3429,industrial waste pond,7-1106,311514.431,690769.5034,105232787,9/23/03,,,4.02011E+12,390,39004,32787,dkels
2864,strgn26353,spatjoin,,3255,no name,66-457,279605.1047,692125.403,117626353,1/12/04,,,4.0201E+12,390,39004,26353,strgn
2876,dkels32351,spatjoin,Pinery Lakes,2936,Third Lake,7-920,318438.0967,694201.6609,105232351,9/23/03,1618209,Third Lake,4.02011E+12,390,39004,32351,dkels
2919,dkels32139,spatjoin,Bear Lake,3469,Bear Lake,52-1623,372698.5137,690361.6644,105232139,9/23/03,620871,Bear Lake,4.02011E+12,390,39004,32139,dkels
2972,dkels32101,spatjoin,,3012,no name,52-1761,347126.8268,693884.1375,105232101,9/23/03,,,4.02011E+12,390,39004,32101,dkels
3442,btsch43334,Checked,Twomile Lake,3495,Twomile Lake,17-523,564204.3066,690151.0047,,,,,,,,,
3147,No WB,Checked,,2086,no name,31-765,281069.3492,702917.2873,,,,,,,,,
3151,River,Checked,No Name,2107,No Name,52-1857,364939.3491,702469.4184,,,,,,,,,
3178,,,,2235,Union Springs (Show) P,66-573,219795.2021,701172.2612,,,,,,,,,
3235,TlngsPond,Checked,,2481,no name,66-567,228846.0123,698623.2181,,,,,,,,,
3513,btsch43356,spatjoin,McMullan Lakes,3747,McMullan Lakes,17-500,571205.3884,688195.0551,109943356,11/5/03,631999,McMullan Lakes,4.0202E+12,390,39004,43356,btsch
3514,btsch43390,spatjoin,Shelldrake Lake,4038,Shelldrake Lake,17-514,570717.4635,685371.2368,109943390,11/5/03,1617001,Shelldrake Lake,4.0202E+12,390,39004,43390,btsch
3517,btsch43326,spatjoin,Marsh Lakes,3647,Marsh Lakes,17-489,572233.7814,688967.3363,109943326,11/5/03,631625,Marsh Lakes,4.0202E+12,390,39004,43326,btsch
3529,btsch43312,spatjoin,,3677,no name,17-507,576392.8865,688883.3737,109943312,11/5/03,,,4.0202E+12,390,39004,43312,btsch
3547,btsch43350,spatjoin,,3763,no name,17-505,574540.1597,688010.1773,109943350,11/5/03,,,4.0202E+12,390,39004,43350,btsch
3574,btsch43412,spatjoin,Bodi Lake,4262,Bodi Lake,48-681,551276.228,683458.2146,109943412,11/5/03,621679,Bodi Lake,4.0202E+12,390,39004,43412,btsch
3578,btsch43400,spatjoin,Little Lake,4162,Little Lake,48-677,548642.2921,684806.9864,109943400,11/5/03,630667,Little Lake,4.0202E+12,390,39004,43400,btsch
3579,btsch43376,spatjoin,,3697,no name,48-676,557388.3442,688743.1386,109943376,11/5/03,,,4.0202E+12,390,39004,43376,btsch
3580,btsch43372,spatjoin,Browns Lake,3655,Browns Lake,17-532,558527.9751,689112.0586,109943372,11/5/03,622114,Browns Lake,4.0202E+12,390,39004,43372,btsch
3607,btsch43396,spatjoin,Bear Lake,4222,Bear Lake,17-537,560569.5215,683723.485,109943396,11/5/03,620867,Bear Lake,4.0202E+12,390,39004,43396,btsch
3614,btsch43386,spatjoin,Hawkins Lake,3927,Hawkins Lake,17-512,570970.7001,686813.2634,109943386,11/5/03,627958,Hawkins Lake,4.0202E+12,390,39004,43386,btsch
3619,btsch43316,spatjoin,,3662,no name,17-504,573502.2245,689190.1298,109943316,11/5/03,,,4.0202E+12,390,39004,43316,btsch
4352,dkels33137,spatjoin,"Rocking Chair lake, N",4681,"Rocking Chair Lake, N",52-1503,362501.4252,680812.228,105233137,9/23/03,,,4.02011E+12,390,39004,33137,dkels
4354,dkels33339,spatjoin,Silver Lake Basin,4589,Silver Lake Basin,52-1505,359011.7424,680186.8108,105233339,9/23/03,637959,Silver Lake Basin,4.02011E+12,390,39004,33339,dkels
4359,dkels33475,spatjoin,,4394,Jackson Lake #1,7-464,309368.1979,683126.0173,105233475,9/23/03,,,4.02011E+12,390,39004,33475,dkels
4373,dkels33139,spatjoin,Silver Lead Mine Lake,4606,Silver Lead Mine Lake,52-1509,358281.1798,681459.9009,105233139,9/23/03,637964,Silver Lead Mine Lake,4.02011E+12,390,39004,33139,dkels
4385,dkels33485,spatjoin,,4398,Jackson Lake #3,7-489,308943.0855,682896.483,105233485,9/23/03,,,4.02011E+12,390,39004,33485,dkels
4392,dkels33097,spatjoin,Island Lake,4571,Island Lake,52-1502,363201.7056,681492.5403,105233097,9/23/03,629117,Island Lake,4.02011E+12,390,39004,33097,dkels
3622,dkels32847,spatjoin,Lake Phillips,3939,"Phillips, Lake",7-590,345415.6951,686726.9094,105232847,9/23/03,634765,"Phillips, Lake",4.02011E+12,390,39004,32847,dkels
3731,strgn26533,spatjoin,,3836,no name,66-613,278148.0659,687598.9123,117626533,1/12/04,,,4.0201E+12,390,39004,26533,strgn
3732,dkels32765,spatjoin,Summit Lake,3865,Summit Lake,7-587,343582.0295,687134.871,105232765,9/23/03,639060,Summit Lake,4.02011E+12,390,39004,32765,dkels
3742,dkels32533,spatjoin,Saux Head Lake,4017,Saux Head Lake,52-1611,379435.8678,685762.4869,105232533,9/23/03,637274,Saux Head Lake,4.02011E+12,390,39004,32533,dkels
3763,strgn26451,spatjoin,,3696,no name,31-700,280953.5825,688732.5237,117626451,1/12/04,,,4.0201E+12,390,39004,26451,strgn
3779,dkels33167,spatjoin,,4214,Dirkman Lakes (west),7-695,326596.9229,684478.137,105233167,9/23/03,,,4.02011E+12,390,39004,33167,dkels
3795,onton90379,spatjoin,Victoria Reservoir,3913,Victoria Reservoir,66-406,251871.5212,685687.7507,123390379,8/13/04,1622025,Victoria Reservoir,4.0201E+12,390,39004,90379,onton
3804,dkels32843,spatjoin,Trout Lake,3936,Trout Lake,7-588,344533.5608,686782.6302,105232843,9/23/03,1615117,Trout Lake,4.02011E+12,390,39004,32843,dkels
3820,strgn26459,spatjoin,,3732,no name,31-698,281829.2094,688332.1872,117626459,1/12/04,,,4.0201E+12,390,39004,26459,strgn
3831,dkels33127,spatjoin,Kelly Lake,3828,Kelly Lake,7-799,303050.0615,687632.2079,105233127,9/23/03,629551,Kelly Lake,4.02011E+12,390,39004,33127,dkels
3841,strgn26559,spatjoin,Prickett Lake,3650,Prickett Lake,7-843,294773.0528,687236.5266,117626559,1/12/04,1621317,Prickett Lake,4.0201E+12,390,39004,26559,strgn
3848,strgn26529,spatjoin,,3884,no name,31-707,281628.8996,687155.7741,117626529,1/12/04,,,4.0201E+12,390,39004,26529,strgn
3855,dkels33089,spatjoin,Sixmile Creek Pond,3722,,7-1108,302291.1177,688470.8904,105233089,9/23/03,,,4.02011E+12,390,39004,33089,dkels
3876,strgn26477,spatjoin,,3784,no name,31-697,281593.1228,687920.0623,117626477,1/12/04,,,4.0201E+12,390,39004,26477,strgn
3877,strgn26493,spatjoin,,3808,no name,66-615,280104.3247,687573.2015,117626493,1/12/04,,,4.0201E+12,390,39004,26493,strgn
3887,dkels33021,spatjoin,Island Lake,4156,Island Lake,7-591,345835.1076,684693.3839,105233021,9/23/03,629118,Island Lake,4.02011E+12,390,39004,33021,dkels
3899,dkels32905,spatjoin,"Pauls Lake, North",4229,"Pauls Lake, North",52-1651,358424.7496,684430.1541,105232905,9/23/03,,,4.02011E+12,390,39004,32905,dkels
3901,dkels33039,spatjoin,Bulldog Lake,69934,Bulldog Lake,52-1698,348373.4118,683942.3608,105233039,9/23/03,1616307,White Deer Lake,4.02011E+12,390,39004,33039,dkels
3902,dkels32939,spatjoin,"Pauls Lake, South",4266,"Pauls Lake, South",52-1649,358438.2694,684075.8797,105232939,9/23/03,,,4.02011E+12,390,39004,32939,dkels
3915,dkels32897,spatjoin,Evergreen Lake,3998,Evergreen Lake,7-589,344253.0919,686335.9953,105232897,9/23/03,625711,Evergreen Lake,4.02011E+12,390,39004,32897,dkels
3918,dkels32827,spatjoin,Lost Lake,3603,Lost Lake,7-674,319466.7402,689641.8873,105232827,9/23/03,631107,Lost Lake,4.02011E+12,390,39004,32827,dkels
3922,dkels32839,spatjoin,Bob Lake,4125,Bob Lake,52-1648,358823.3132,685181.5296,105232839,9/23/03,621672,Bob Lake,4.02011E+12,390,39004,32839,dkels
3949,dkels32919,spatjoin,Stag Lake,4265,Stag Lake,52-1645,360518.341,684159.299,105232919,9/23/03,638699,Stag Lake,4.02011E+12,390,39004,32919,dkels
3956,dkels32963,spatjoin,Lake Dortay,4119,"Dortay, Lake",7-592,345013.8787,685262.5415,105232963,9/23/03,624808,"Dortay, Lake",4.02011E+12,390,39004,32963,dkels
3960,dkels32761,spatjoin,,4276,no name,52-1844,377742.2052,683966.2102,105232761,9/23/03,,,4.02011E+12,390,39004,32761,dkels
3984,menom34081,spatjoin,Lake Alice,4146,"Alice, Lake",7-597,340680.4238,684929.2818,110734081,11/10/03,619958,"Alice, Lake",4.03011E+12,390,39004,34081,menom
3999,menom34011,spatjoin,High Lake,3867,High Lake,7-583,339247.2869,687399.6442,110734011,11/10/03,628234,High Lake,4.03011E+12,390,39004,34011,menom
4002,menom34087,spatjoin,Lake Gordon,4167,"Gordon, Lake",7-594,344133.3559,684800.2649,110734087,11/10/03,,,4.03011E+12,390,39004,34087,menom
4003,menom34159,spatjoin,Dirkman Lake,4200,Dirkman Lakes (east),7-696,327518.1333,684604.1803,110734159,11/10/03,624692,Dirkman Lake,4.03011E+12,390,39004,34159,menom
4005,menom34095,spatjoin,Cedar Lake,4194,Cedar Lake,7-596,341345.0404,684708.4042,110734095,11/10/03,622935,Cedar Lake,4.03011E+12,390,39004,34095,menom
4007,menom34099,spatjoin,,4210,no name,7-595,342537.4101,684466.3758,110734099,11/10/03,,,4.03011E+12,390,39004,34099,menom
4012,menom34101,spatjoin,Clear Lake,4254,Clear Lake,7-603,345166.4833,684183.8828,110734101,11/10/03,,,4.03011E+12,390,39004,34101,menom
4015,btsch43466,spatjoin,Muskrat Lakes,4631,"Muskrat Lake, East",48-461,548050.8376,681210.219,109943466,11/5/03,,,4.0202E+12,390,39004,43466,btsch
4026,btsch43604,spatjoin,Muskallonge Lake,4762,Muskallonge Lake,48-566,527885.7043,679857.4334,109943604,11/5/03,633161,Muskallonge Lake,4.0202E+12,390,39004,43604,btsch
4027,btsch43622,spatjoin,Randolph Lake,4655,Randolph Lake,48-703,513246.6591,681114.0668,109943622,11/5/03,635631,Randolph Lake,4.0202E+12,390,39004,43622,btsch
4034,btsch43476,spatjoin,Muskrat Lakes,4648,"Muskrat Lake, West",48-462,547774.9488,681127.668,109943476,11/5/03,633182,Muskrat Lakes,4.0202E+12,390,39004,43476,btsch
4036,btsch43422,spatjoin,Culhane Lake,4400,Culhane Lake,48-685,549325.757,682739.5108,109943422,11/5/03,624194,Culhane Lake,4.0202E+12,390,39004,43422,btsch
4057,btsch43582,spatjoin,Bullhead Hole,4791,No Name,48-741,525910.7056,680359.067,109943582,11/5/03,,,4.0202E+12,390,39004,43582,btsch
4063,btsch43600,spatjoin,Mud Lake,4806,Mud Lake,48-604,524961.7362,680224.1555,109943600,11/5/03,633047,Mud Lake,4.0202E+12,390,39004,43600,btsch
4068,btsch43640,spatjoin,Rainy Lake,4873,Rainy Lake,48-609,521341.3706,679863.2321,109943640,11/5/03,635607,Rainy Lake,4.0202E+12,390,39004,43640,btsch
4078,btsch43808,spatjoin,"Bay Lake, East",4733,"Bay Lake, East",2-759,504087.6176,680478.378,109943808,11/5/03,,,4.0202E+12,390,39004,43808,btsch
4081,btsch43480,spatjoin,Section Four Lake,4754,Section Four Lake,48-426,553058.0718,680501.9743,109943480,11/5/03,637543,Section Four Lake,4.0202E+12,390,39004,43480,btsch
4095,btsch43606,spatjoin,Cranberry Lake,4828,Cranberry Lake,48-601,525778.4996,679849.0614,109943606,11/5/03,623991,Cranberry Lake,4.0202E+12,390,39004,43606,btsch
4097,btsch43394,spatjoin,Andrus Lake,4289,Andrus Lake,17-515,573305.0389,683757.6913,109943394,11/5/03,1618009,Andrus Lake,4.0202E+12,390,39004,43394,btsch
4108,blkpi47391,spatjoin,Bass Lake,4537,Bass Lake,66-427,210564.1107,681837.8247,123147391,7/29/04,620717,Bass Lake,4.0201E+12,390,39004,47391,blkpi
4114,onton90303,spatjoin,,4494,no name,31-613,277072.296,682123.7571,123390303,8/13/04,,,4.0201E+12,390,39004,90303,onton
4120,blkpi47414,spatjoin,Sagaigan Lake,4388,Sagaigan Lake,27-1147,191211.497,683105.7432,123147414,7/29/04,1621468,Sagaigan Lake,4.0201E+12,390,39004,47414,blkpi
4136,blkpi47408,spatjoin,,4845,no name,66-610,225040.4832,679844.4885,123147408,7/29/04,,,4.0201E+12,390,39004,47408,blkpi
4142,dkels33145,spatjoin,,4475,no name,52-1852,350154.1179,682329.5217,105233145,9/23/03,,,4.02011E+12,390,39004,33145,dkels
4143,dkels32883,spatjoin,,4390,Third Bass Lake,52-1633,374000.6648,683034.1518,105232883,9/23/03,,,4.02011E+12,390,39004,32883,dkels
4145,onton90713,spatjoin,,4839,no name,66-611,249235.2992,679893.2779,123390713,8/13/04,,,4.0201E+12,390,39004,90713,onton
4161,strgn26713,spatjoin,Little Lake,4770,Little Lake,7-494,304017.6601,680427.3888,117626713,1/12/04,630666,Little Lake,4.0201E+12,390,39004,26713,strgn
4167,blkpi47374,spatjoin,Clark Lake,4389,Clark Lake,66-426,211267.0409,682750.0024,123147374,7/29/04,623360,Clark Lake,4.0201E+12,390,39004,47374,blkpi
4185,dkels33037,spatjoin,,4489,Penny Lake,52-1500,364183.3025,682208.8288,105233037,9/23/03,634599,Penny Lake,4.02011E+12,390,39004,33037,dkels
4190,onton90259,spatjoin,Bob Lake,4305,Bob Lake,31-585,277321.2101,683378.2381,123390259,8/13/04,1619266,Bob Lake,4.0201E+12,390,39004,90259,onton
4196,onton90487,spatjoin,,4425,no name,66-618,249683.8042,682684.5532,123390487,8/13/04,,,4.0201E+12,390,39004,90487,onton
4197,onton90605,spatjoin,Weidman Lake,4334,Weidman Lake,66-422,226898.6346,683482.8203,123390605,8/13/04,1615971,Weidman Lake,4.0201E+12,390,39004,90605,onton
4211,dkels32831,spatjoin,Regan Lake,4314,Regan Lake,52-1631,373657.8456,683768.8328,105232831,9/23/03,635776,Regan Lake,4.02011E+12,390,39004,32831,dkels
4241,onton90905,spatjoin,Stanko Lake,4682,Stanko Lake,66-423,226735.8823,680993.6382,123390905,8/13/04,638719,Stanko Lake,4.0201E+12,390,39004,90905,onton
4242,onton90318,spatjoin,,4492,no name,31-612,277419.3957,682209.3357,123390318,8/13/04,,,4.0201E+12,390,39004,90318,onton
4249,dkels33591,spatjoin,Burns Lake,4652,Burns Lake,7-468,309288.4914,681102.7291,105233591,9/23/03,622299,Burns Lake,4.02011E+12,390,39004,33591,dkels
4254,dkels33579,spatjoin,,4626,no name,7-467,309825.7569,681239.3766,105233579,9/23/03,,,4.02011E+12,390,39004,33579,dkels
4314,strgn26667,spatjoin,,4296,no name,31-1270,283480.3984,683748.2832,117626667,1/12/04,,,4.0201E+12,390,39004,26667,strgn
4323,dkels33569,spatjoin,Kontio Lake,4693,Kontio Lake,7-471,316858.8884,680820.2752,105233569,9/23/03,1618844,Kontio Lake,4.02011E+12,390,39004,33569,dkels
4330,strgn26703,spatjoin,,4870,part of Plumbago Creek,7-474,310461.3481,679856.3362,117626703,1/12/04,,,4.0201E+12,390,39004,26703,strgn
4405,dkels33289,spatjoin,Dead River Headwater,4696,Dead River Headwater,52-1572,347254.0905,680855.1657,105233289,9/23/03,,,4.02011E+12,390,39004,33289,dkels
4413,dkels33175,spatjoin,"Rocking Chair Lake, South",4765,"Rocking Chair Lake, S",52-1511,362723.7402,680417.0781,105233175,9/23/03,,,4.02011E+12,390,39004,33175,dkels
4415,dkels33559,spatjoin,Clear Lake,4858,Clear Lake,7-420,326954.5988,679768.5712,105233559,9/23/03,623427,Clear Lake,4.02011E+12,390,39004,33559,dkels
4424,dkels33095,spatjoin,Lake Margaret,4327,"Margaret, Lake",52-1697,349660.8135,683351.6743,105233095,9/23/03,631546,"Margaret, Lake",4.02011E+12,390,39004,33095,dkels
4425,dkels32911,spatjoin,First Bass Lake,4445,First Bass Lake,52-1636,375043.986,682641.2952,105232911,9/23/03,625997,First Bass Lake,4.02011E+12,390,39004,32911,dkels
4436,dkels32895,spatjoin,Second Bass Lake,4406,Second Bass Lake,52-1634,374715.389,682791.3021,105232895,9/23/03,637516,Second Bass Lake,4.02011E+12,390,39004,32895,dkels
4441,dkels33293,spatjoin,Lake Raymond,4734,"Raymond, Lake",52-1541,348830.9338,680580.9569,105233293,9/23/03,635685,"Raymond, Lake",4.02011E+12,390,39004,33293,dkels
4443,dkels33439,spatjoin,Jackson Lakes,4332,Jackson Lake #2,7-465,309419.2929,683517.3404,105233439,9/23/03,629174,Jackson Lakes,4.02011E+12,390,39004,33439,dkels
4445,dkels32995,spatjoin,Blemhuber Lake,4688,Blemhuber Lake,52-1457,379846.6123,680826.1882,105232995,9/23/03,621575,Blemhuber Lake,4.02011E+12,390,39004,32995,dkels
4456,dkels33479,spatjoin,Fisher Lake,4650,Fisher Lake,7-369,328396.9146,680971.7357,105233479,9/23/03,626069,Fisher Lake,4.02011E+12,390,39004,33479,dkels
4457,dkels33471,spatjoin,,4380,Jackson Lake #4,7-490,309339.1521,683222.1424,105233471,9/23/03,,,4.02011E+12,390,39004,33471,dkels
4467,menom34177,spatjoin,Camp Ten Lake,4358,Camp Ten Lake,7-622,334796.9067,683330.1019,110734177,11/10/03,622519,Camp Ten Lake,4.03011E+12,390,39004,34177,menom
4470,menom34165,spatjoin,,4283,no name,7-621,332753.7821,683861.0215,110734165,11/10/03,,,4.03011E+12,390,39004,34165,menom
4471,menom34267,spatjoin,,4812,no name,7-376,337020.9824,680223.5746,110734267,11/10/03,,,4.03011E+12,390,39004,34267,menom
4473,menom34261,spatjoin,Four Island Lake,4867,Four Island Lake,52-1567,341980.3994,679242.5416,110734261,11/10/03,626333,Four Island Lake,4.03011E+12,390,39004,34261,menom
4477,menom34207,spatjoin,Section 5 Lake,4529,Section 5 Lake,52-1563,340380.5215,681946.0082,110734207,11/10/03,637539,Section 5 Lake,4.03011E+12,390,39004,34207,menom
4478,menom34235,spatjoin,,4612,no name,7-359,334612.9424,681367.1549,110734235,11/10/03,,,4.03011E+12,390,39004,34235,menom
4485,menom34197,spatjoin,Lower Baraga Lake,4504,Lower Baraga Lake,52-1560,343466.9792,681680.7266,110734197,11/10/03,631160,Lower Baraga Lake,4.03011E+12,390,39004,34197,menom
4490,menom34285,spatjoin,Smith Lake,4678,Smith Lake,7-363,330429.3943,680747.699,110734285,11/10/03,638168,Smith Lake,4.03011E+12,390,39004,34285,menom
4493,menom34163,spatjoin,Corner Lake,4396,Corner Lake,7-600,341187.7133,683002.899,110734163,11/10/03,623846,Corner Lake,4.03011E+12,390,39004,34163,menom
4502,menom34211,spatjoin,Camp Eleven Lake,4639,Camp Eleven Lake,52-1558,345418.4459,681225.0809,110734211,11/10/03,622522,Camp Eleven Lake,4.03011E+12,390,39004,34211,menom
4504,menom34251,spatjoin,,4633,Diana Lake,7-370,331546.4502,681091.438,110734251,11/10/03,,,4.03011E+12,390,39004,34251,menom
4509,menom34217,spatjoin,,4435,no name,7-361,333014.9845,682522.7629,110734217,11/10/03,,,4.03011E+12,390,39004,34217,menom
4510,menom34255,spatjoin,,4752,no name,7-375,337592.8649,680424.8929,110734255,11/10/03,,,4.03011E+12,390,39004,34255,menom
4511,menom34179,spatjoin,,4318,no name,7-619,331350.493,683638.9227,110734179,11/10/03,,,4.03011E+12,390,39004,34179,menom
4513,menom34195,spatjoin,,4377,no name,7-362,331937.4534,683003.5989,110734195,11/10/03,,,4.03011E+12,390,39004,34195,menom
4514,menom34167,spatjoin,Upper Baraga Lake,4339,Upper Baraga Lake,52-1559,344250.3149,682766.1206,110734167,11/10/03,,,4.03011E+12,390,39004,34167,menom
4518,btsch43902,spatjoin,,5503,Perch Lake (northwest),48-721,530238.2037,676138.9361,109943902,11/5/03,,,4.0202E+12,390,39004,43902,btsch
